"gene"	"ASDc"	"IDG"	"hs"	"SCZ"	"FMRP"	"PSD"	"NP_exon_max_z"	"any_Brain_GO"	"TADAq"	"TADAi"	"UASD"	"varp"	"meanp"	"medp"	"minp"	"maxp"
"CSMD2"	0	0	0.482	1	0	0	1.92236061628321	0	0.747194550266868	0	0	0.0190270346129223	0.614162164617069	0.605093252942154	0.140671062803173	1
"SF3B3"	0	0	0.62	0	0	0	3.22825729477586	0	0.944108985599442	0	0	0.00872026441462512	0.613909832601154	0.609243766100025	0.404774098260234	0.928811449315365
"CDX2"	0	0	0.907	0	0	0	2.53562202386951	0	0.930434232249239	0	0	0.00982176005019747	0.613868754788231	0.61150606657423	0.36809461210153	0.938800317669058
"RASGRF2"	0	0	0.161	0	0	1	2.32864520623234	1	0.947662471808115	0	0	0.0551185958880271	0.613827432646384	0.556430420513278	2.38972841780792e-10	0.999999999999999
"ELAVL1"	0	0	0.349	0	0	0	4.70870361944494	0	0.934153203110505	0	0	0.00843207290092433	0.613716166926124	0.601870882305253	0.434489342378558	0.899749609930856
"GJD2"	0	0	0.268	0	0	0	2.77344307821035	1	0.927278551295507	0	0	0.0058067728392287	0.613681590023309	0.606715985045043	0.460246157195562	0.863745821903432
"DUOXA1"	0	0	0.044	1	0	0	0.354705251373512	1	0.753646347615409	0	0	0.0343420303729396	0.61366419585526	0.584312662997037	0.0192066859711631	0.999999999999996
"REL"	0	0	0.81	0	0	0	1.54453968639619	1	0.934895153516539	0	0	0.0167119477653359	0.613336311833161	0.604641307086123	0.213562426760091	0.987255708627842
"MECP2"	0	0	0.359	0	0	0	2.34200700899714	1	0.128613724823231	1	1	0.00551409509776502	0.613112563758017	0.606016907597283	0.460246157195562	0.88450672555361
"CNTNAP1"	0	0	0.202	1	0	1	1.95629114408641	1	0.928275199274471	0	0	0.0500141799569296	0.613109571188151	0.630821043070319	4.97012857215362e-06	0.999999999825385
"NRAS"	0	1	1	0	0	1	2.19843286799695	1	0.916493664274773	0	0	0.102094531583011	0.61298663792378	0.661775121054799	1.74715009538834e-29	1
"BMP4"	0	0	0.993	0	0	0	1.4118912747867	1	0.935013074358979	0	0	0.0257918060722741	0.612984464246678	0.612046981902085	0.105426486053324	0.994828686698925
"GAB1"	0	0	0.557	0	0	0	1.84013526313829	1	0.942473365771093	0	0	0.00788442676073806	0.612632540787345	0.600642553945655	0.411535032070895	0.955233143415688
"ITPR2"	0	0	0.877	0	0	0	2.57725723432717	0	1	0	0	0.00953757679540554	0.612238442942136	0.609362350626106	0.371040321599055	0.936728545988411
"SAMD4A"	0	0	0.833	0	0	0	2.66046807542428	0	0.861446063714334	0	0	0.00927333923705081	0.612218163660272	0.609090998700113	0.37609110844376	0.935593858655913
"WASF3"	0	0	0.273	1	0	1	1.56395505093641	1	0.926078889571849	0	0	0.0470801071589822	0.612214160895428	0.619913393773096	3.29621844274761e-05	0.999999999812234
"TSC22D1"	0	0	0.504	1	1	0	0.272381794340548	0	0.938096370139337	0	0	0.0385691085223238	0.612168837112079	0.619915611726141	0.0313165800643092	1
"PSME3"	0	0	0.971	0	0	0	2.42197940812485	0	0.922106818617955	0	0	0.0102698045349144	0.612118460870182	0.610060589923831	0.360814051376225	0.938607726070503
"NR2F6"	0	0	0.163	0	0	0	3.59389837956462	1	0.928768917581069	0	0	0.00717725008970844	0.612099189893121	0.605986326581002	0.449779567609908	0.887945148990112
"ATP6V0A1"	0	0	0.418	1	1	1	2.73512876877101	0	0.927532767212468	0	0	0.0794314577513224	0.611986264154687	0.696749855447502	1.67115099595549e-09	0.999999897715543
"CACNB4"	0	0	0.162	1	0	1	2.24932183696302	1	0.914933625237892	0	0	0.0533522881052029	0.611959941286515	0.630150475962288	2.22232846305657e-06	0.999999999858777
"SLC11A2"	0	0	0.49	0	0	0	1.95985980307142	1	0.93522184890076	0	0	0.00660157930774574	0.611905664305639	0.60186859562857	0.450477567891988	0.937630027472537
"PHB"	0	0	0.883	1	0	1	3.35223351760067	0	0.92736701640739	0	0	0.0824317758846136	0.6118787347452	0.672971545989416	8.47187707518752e-09	1
"RPL4"	0	0	0.993	0	0	1	2.26115039372153	0	0.911099738376279	0	0	0.053562063828537	0.611778762596897	0.575215376629812	4.92736949113533e-16	1
"NRD1"	0	0	0.455	0	0	0	2.03670468356417	1	0.898573042428529	0	0	0.00612168954277974	0.611661468342521	0.601903785006918	0.460246157195562	0.926039819095679
"MTA2"	0	0	0.882	0	0	0	2.56323825843161	0	0.929437212163472	0	0	0.00953539821960991	0.611503543258361	0.608256233556456	0.370298442319954	0.936211231003054
"RUNDC3B"	0	0	0.116	1	0	0	2.39128551536553	0	0.503359646206934	0	0	0.0197964428936686	0.61122644613672	0.5989528025249	0.0768995865364214	0.99339182732258
"CXCR4"	0	0	0.888	0	0	0	1.46757658653112	1	0.927906387410362	0	0	0.0205820044462063	0.611017021322024	0.605079072752348	0.155719890492136	0.991131901016413
"KPNA1"	0	0	0.923	1	0	1	3.23772846049241	0	0.537087375148456	0	0	0.0834825301375966	0.61092400541628	0.671939741783886	5.48360562192302e-09	1
"LAMA5"	0	0	0.654	0	0	0	1.68457153504976	1	0.949258185422122	0	0	0.0106483576439796	0.610898523161572	0.597086826878723	0.340837589576684	0.971746292313501
"HOOK3"	0	0	0.148	0	0	1	2.2198940034532	1	0.936365947135159	0	0	0.0546555267713279	0.610812160800592	0.549727333513825	9.55244766163993e-11	0.999999999999999
"EDNRA"	0	0	0.337	0	0	0	2.39293496257173	1	0.827053618555386	0	0	0.00545448348378004	0.610680258042384	0.603755160451868	0.460246157195562	0.869626912528835
"DCTN1"	0	0	0.465	1	1	1	2.56217160541854	0	0.903662216364364	0	0	0.0793929263725429	0.610670474003051	0.696450931133546	9.34100269182582e-09	0.99999999997292
"PDE6D"	0	0	0.319	0	0	0	2.46586659546575	1	0.915414085686578	0	0	0.0054775688745002	0.610517353457414	0.603551451852533	0.460246157195562	0.858007914403908
"RRP1B"	0	0	0.35	1	0	0	1.9927554742316	0	0.939197246785898	0	0	0.0158914580113387	0.610380008854642	0.598232051506789	0.184348440648026	0.999999999997978
"ERH"	0	0	0.72	0	0	0	2.9005284674744	0	0.90905715101203	0	0	0.00869578203245555	0.610249792973278	0.605870121183521	0.389581198922754	0.930142544610166
"CRYM"	0	0	0.38	1	0	1	1.17633146618437	1	0.924513195147006	0	0	0.0451028980201517	0.610225717129322	0.606891022143144	0.000137943137548269	0.999999999873094
"SDCBP"	0	0	0.11	0	0	1	0.535455732217239	1	0.85204580709212	0	0	0.0560453214539662	0.610071239212913	0.537615640003724	1.33095958003575e-09	0.999999999999624
"ESR1"	0	0	0.998	0	0	0	2.36872168868872	0	0.833638503897537	0	0	0.010442928436461	0.609840951516887	0.606911353085994	0.357502930957551	0.937143752500289
"SYT2"	0	0	0.222	0	0	0	3.00217690675782	1	0.932560314168697	0	0	0.00616201247729581	0.609571474613582	0.601630390269699	0.460246157195562	0.863199746892049
"SCN5A"	0	0	0.242	0	0	0	2.85884640637596	1	0.938840629590252	0	0	0.00593081889126448	0.609345804027505	0.601010209998388	0.460246157195562	0.861243838974789
"RTF1"	0	0	0.595	0	0	0	3.27120159999971	0	0.935580934382189	0	0	0.00839839509134038	0.609289519746701	0.6033378503093	0.407174926747039	0.922942144955084
"PEG3"	0	0	0	1	1	0	-0.613211600484252	0	0.944320385680961	0	0	0.0419572980701158	0.609226608537649	0.621756277703125	4.68666634115815e-07	1
"MYO6"	0	0	0.216	1	0	1	1.78047585328977	1	0.947958872100648	0	0	0.0498602360577503	0.60910480179332	0.623957476171095	4.74637595005405e-06	0.999999999760627
"RBBP6"	0	0	0.668	0	0	0	3.03230781687406	0	0.946274381681056	0	0	0.00849076966467207	0.608996139240179	0.603955008383064	0.396287052423109	0.926711735965445
"TPP1"	0	0	0.118	0	0	1	1.30266028905676	1	0.862029343396873	0	0	0.0534476225782794	0.608886504757247	0.539897486223865	1.52873561100897e-10	0.999999999999988
"PADI2"	0	0	0.102	0	0	1	0.0414683272803446	1	0.933448776311116	0	0	0.0581133413567759	0.608728540113394	0.529997689029365	4.11229971278477e-09	0.999999999997222
"DEAF1"	1	0	0.136	0	0	0	3.83209822246936	1	0.565329048041691	0	1	0.00771398708299585	0.608282513787022	0.601438545268924	0.43738887303169	0.894311539890072
"SLC6A3"	0	0	0.199	0	0	0	3.15883403658216	1	0.755742402285556	0	0	0.0064474651758401	0.608281674901411	0.599871159042272	0.460246157195562	0.865694928681815
"NUMA1"	0	0	0.074	1	0	0	2.47615682118587	0	0.948053952486354	0	0	0.0220944112672681	0.608243461282163	0.59486398252766	0.000404159828677182	0.994946489967903
"CNNM3"	0	0	0.208	1	0	0	2.13820724155801	0	0.878621562597046	0	0	0.0170703531714038	0.608241628254388	0.595338817981124	0.163622526052596	0.999898117300046
"NLK"	0	0	0.965	0	0	0	2.40504349778206	0	0.932667703851744	0	0	0.0100502644741317	0.60799134204268	0.605606256922416	0.360495414280596	0.934906769454323
"MYO9A"	0	0	0.765	0	0	0	1.54380556851406	1	0.944269982785874	0	0	0.0150515549370382	0.607917781948593	0.598402980897001	0.233717275348924	0.983189433959677
"TGFB2"	0	0	0.62	0	0	0	1.70183567637797	1	0.933943836960032	0	0	0.00965872064688387	0.607838103920614	0.594888260078863	0.360020818436657	0.965659377483758
"CYFIP1"	0	0	0.153	1	0	1	2.20189064186541	1	0.94680592316964	0	0	0.0538764859568521	0.607743644847646	0.6260410902139	1.14196826883606e-06	0.999999999809133
"GPR22"	0	0	0.964	0	0	0	2.40403591993699	0	0.928148775525583	0	0	0.0100252089003989	0.607593096745953	0.60519208450367	0.360508815407631	0.93453230606153
"KHDRBS1"	0	0	0.791	0	0	0	2.71251245704726	0	0.931291965580705	0	0	0.00881125297840445	0.607516192028924	0.605323719488591	0.379885423613038	0.930139372946841
"ANP32B"	0	0	0.762	0	0	0	1.54307547951093	1	0.917221716654789	0	0	0.014948343535972	0.607460820827794	0.597884485365834	0.234862512534081	0.982861813761543
"AIFM1"	0	0	0.282	0	0	0	2.59350280500012	1	0.926457114333992	0	0	0.00556102023674104	0.607404890251788	0.599899357648682	0.460246157195562	0.85616170740092
"MTCH1"	0	0	0.127	0	0	1	1.96483839486583	1	0.922329455363745	0	0	0.0538915929379139	0.607253270689207	0.544313906598737	2.97906199264797e-11	0.999999999999999
"FASN"	0	0	0.479	1	1	1	2.46375059367721	0	0.94915204289614	0	0	0.0794952535929532	0.607118860664016	0.690354372030485	1.67880528008492e-08	0.999999999998754
"CRYZ"	0	0	0.091	0	0	1	0.583968104212797	1	0.878520803083407	0	0	0.056951293762049	0.607067643344058	0.527380911295358	1.6897932809353e-10	0.999999999999929
"RAD51"	0	0	1	0	0	0	2.3479478283998	0	0.924929524169506	0	0	0.0103566597934951	0.606882617008807	0.605044332524285	0.356636626872409	0.934571103773678
"CDH4"	0	0	0.115	0	0	1	1.50947928738074	1	0.943756786202508	0	0	0.053325269833243	0.606799724071304	0.539835899677838	5.099173286416e-11	0.999999999999997
"PIN1"	0	0	0.953	1	0	1	3.12196472951051	0	0.884488997526929	0	0	0.0842269735668119	0.606644797578066	0.666377778588725	3.9675221403731e-09	1
"SULF1"	0	0	0.597	0	0	0	1.72230647644848	1	0.936360236748825	0	0	0.00901315123053707	0.606589534573278	0.594276115636358	0.373573385321339	0.961141113432037
"ZNF326"	0	0	0.105	1	0	0	2.37018539352728	0	0.869867243548871	0	0	0.0205698998093739	0.606445455981993	0.593411238602718	0.0210703635241078	0.994365566477477
"NINJ2"	0	0	0.112	0	0	1	-0.796046032070536	1	0.921808829796106	0	0	0.0612803479853592	0.60644420411983	0.526302537858346	2.77192080477053e-07	0.999999999991775
"HNRNPA2B1"	0	0	0.751	0	0	0	2.79072343034947	0	0.926740715254784	0	0	0.00855812992889086	0.606035196982614	0.602650896223121	0.384434460310526	0.927386140406089
"ZMYM2"	0	0	0.726	0	0	0	2.85039818351208	0	0.929593058767966	0	0	0.00846388653451866	0.605956001197205	0.603035199695978	0.387607963099922	0.926355773478448
"NDUFB9"	0	0	0.085	0	0	1	0.721097150510367	1	0.795837000779294	0	0	0.0569444815236085	0.605634771475412	0.531088973552452	5.46166950117746e-11	0.999999999999978
"RPS6KA4"	0	0	0.392	0	0	0	2.13500639376814	1	0.938800965870626	0	0	0.00550309138625125	0.605614872564731	0.595298974679359	0.460246157195562	0.89542531815165
"CNKSR2"	0	0	0.681	0	0	0	2.96535012708001	0	0.941742582607083	0	0	0.00831050996157632	0.60554260022744	0.599768248213085	0.393484727603649	0.924010728235809
"PPP1CB"	0	0	0.69	1	0	1	3.97925179830141	0	0.924812755915053	0	0	0.0806640624115618	0.605198627852001	0.657985944929693	4.92884825416638e-08	1
"YWHAZ"	0	0	1	1	0	1	2.99303242805284	0	0.890355565566083	0	0	0.0847934806590929	0.605028683315709	0.660239552199123	2.27460796281477e-09	1
"SH3KBP1"	0	0	0.793	0	0	0	2.6896247781604	0	0.939812577176508	0	0	0.00868729131719107	0.605022450144555	0.602395214344658	0.378996917138191	0.927867819038206
"FLI1"	0	0	0.551	0	0	0	3.39403974516868	0	0.835062015492253	0	0	0.00807791780745825	0.604875579278074	0.598829620174076	0.412847881798079	0.915352371352001
"PSMD4"	0	0	0.975	0	0	0	2.37073268138729	0	0.930613639626964	0	0	0.0100258251398442	0.604829668568087	0.602188747201212	0.358738662102561	0.932241989776882
"STX4"	0	0	0.084	0	0	1	0.854236251818903	1	0.944907079306604	0	0	0.0566855561816673	0.604806415523851	0.53483042958263	2.93638370652129e-11	0.99999999999999
"NEB"	0	0	0.122	1	0	0	2.30164757314375	0	0.94929020198292	0	0	0.0193337317544424	0.604578104881231	0.58943928095868	0.160508895810095	0.99414068894084
"OXCT1"	0	0	0.084	1	0	1	2.71436376934579	1	0.940885264805808	0	0	0.060512850891726	0.604535167847567	0.628495756908699	1.43026996903372e-07	0.999999999855311
"GJC1"	0	0	0.34	0	0	0	2.29489856200198	1	0.930393364155369	0	0	0.00532980764215921	0.604514514648792	0.597927013832054	0.460246157195562	0.865699694297167
"LMX1A"	0	0	0.31	0	0	0	2.41479283681781	1	0.931250385704541	0	0	0.00536876042106916	0.604421666677989	0.59734778911339	0.460246157195562	0.851125396726679
"TBX18"	0	0	0.389	0	0	0	2.12858360829393	1	0.938540170867092	0	0	0.00546880147421996	0.604382346792075	0.594234143845464	0.460246157195562	0.892957544621235
"MITF"	0	0	0.849	0	0	0	1.44969383596486	1	0.941660576419026	0	0	0.0191555692944606	0.604379121585837	0.597515857859486	0.165192755320817	0.988484799040799
"SYVN1"	0	0	0.531	1	0	0	1.82957649100478	0	0.928286867727605	0	0	0.021452922742639	0.604347264216581	0.598783996859476	0.0638793456627859	1
"CSNK1A1"	0	0	0.549	0	0	0	3.39416099905393	0	0.927944022667182	0	0	0.00802735839736836	0.604105795388792	0.597925004885349	0.412927251460667	0.914390042315409
"PTPRZ1"	0	0	0.325	1	0	1	1.24117534498633	1	0.946845344312326	0	0	0.0470700094826289	0.60402617782683	0.596220806401212	3.93684240947987e-05	0.99999999976114
"KIAA1598"	0	0	0.117	0	0	1	1.99888473635255	1	0.867561758373109	0	0	0.0547322048146012	0.603963889159996	0.540390699547129	9.4683117400628e-12	1
"NPRL2"	0	0	0	1	0	0	2.65484230640578	0	0.863441297939895	0	0	0.0250560283955792	0.603835575865312	0.590257817114965	3.17568160740097e-08	0.99726399710624
"TAF6"	0	0	0.699	0	0	0	2.90052310661068	0	0.939086166037227	0	0	0.00824519408699377	0.603638473724368	0.599069867489054	0.390513113410639	0.922965231395591
"DPP6"	0	0	0.104	0	0	1	1.55469550192548	1	0.766899211663996	0	0	0.0541718392059555	0.603630688927042	0.538461174066637	1.41499654783165e-11	0.999999999999999
"VAMP3"	0	0	0.078	0	0	1	0.875172834359619	1	0.910589465090342	0	0	0.0569973018535023	0.603614703088156	0.535097466457507	1.49054612640548e-11	0.999999999999994
"U2AF2"	0	0	0.441	0	0	0	3.91025267663006	0	0.939708523838244	0	0	0.00792550342036445	0.603513695970603	0.592840292260725	0.425511981005373	0.902179958488173
"TBX1"	0	0	0.33	0	0	0	2.31908911288157	1	0.936644793490472	0	0	0.00531287756700642	0.603510150535915	0.597037794387902	0.460246157195562	0.858367293521753
"RB1CC1"	0	0	0.736	1	0	0	1.73406715198183	0	0.875355991926979	0	0	0.0310244503157199	0.603500077483877	0.614154417355482	0.00454672121637665	1
"LHX1"	0	0	0.851	0	0	0	1.44199589695681	1	0.939428147760877	0	0	0.0193167993522287	0.603491547662417	0.597142963349681	0.162011795701009	0.988492988776394
"ZBTB34"	0	0	0.572	0	0	0	3.29737087581308	0	0.936486401020881	0	0	0.00800026497497563	0.603375078399263	0.597491386160735	0.408927746733723	0.915407909289547
"RGS12"	0	0	0.215	1	0	0	2.0827379104697	0	0.949131024739743	0	0	0.0170265244644835	0.603155842750247	0.591525034707159	0.132933525776889	0.999959067368542
"CHAF1A"	0	0	0.906	0	0	0	2.46583981157614	0	0.944402756452665	0	0	0.00933045936343372	0.603103270397814	0.600580454274626	0.365637309229069	0.929161254183009
"HELT"	0	0	0.32	0	0	0	2.35246702879728	1	0.936072703538252	0	0	0.0053164304947626	0.60305145932125	0.596524985053399	0.460246157195562	0.851236672580437
"GLRB"	0	0	0.641	0	0	0	1.63385040025974	1	0.935950637263664	0	0	0.0104803683829201	0.603035632990781	0.591931193076147	0.328587058750204	0.96762162662142
"EIF4E"	0	0	0.921	0	0	0	2.43945725953552	0	0.918232708760487	0	0	0.00944217338678504	0.602772209206363	0.600303567650855	0.363943447054959	0.929193334336769
"CBLN1"	0	0	0.762	0	0	0	1.50717209615996	1	0.810046403613258	0	0	0.015222727192896	0.602697320475901	0.59537993259354	0.222169973007772	0.982042200554671
"NT5C2"	0	0	0.593	0	0	0	3.21386320249612	0	0.55173142144388	0	0	0.00797506314565959	0.602621103985607	0.595170433823882	0.405386238147866	0.916107553768664
"ARGLU1"	0	0	0.69	0	0	0	2.91590291727621	0	0.932495514042878	0	0	0.0081594672733396	0.602613235754299	0.597560339765755	0.391429620224624	0.921537410001508
"RPS11"	0	0	0.975	0	0	1	2.17981537972174	0	0.920123137199833	0	0	0.0533487932345868	0.602553958255165	0.561527078441635	9.51849713929559e-16	1
"SRGAP1"	0	0	0.317	0	0	0	2.35538504937358	1	0.939537148745318	0	0	0.00530905617312459	0.602406283275706	0.595182968065637	0.460246157195562	0.848515277572068
"PDE4D"	0	0	0.212	0	0	0	2.93567364840668	1	0.92320334283759	0	0	0.00611729465732345	0.602271401385505	0.594059216366844	0.460102658253023	0.856296751461183
"CPSF6"	0	0	0.405	0	0	0	4.11686946978839	0	0.936500838947527	0	0	0.00781432155704186	0.602192842685769	0.588427931328903	0.426581542690117	0.895041922539815
"RPL9"	0	0	0.996	0	0	1	2.1277642703117	0	0.917447507199955	0	0	0.0536876744863393	0.602072601975319	0.559928852702467	1.59265190399398e-16	1
"SFRP2"	0	0	0.838	0	0	0	1.43845143290471	1	0.907914733094753	0	0	0.0188148838080206	0.601637890889264	0.595535571168613	0.166127250109579	0.987500448869111
"ABLIM1"	0	0	0.241	1	0	1	1.48479948278262	1	0.896596302620342	0	0	0.0489878902542113	0.601409134472873	0.609856854460519	4.63266912200378e-06	0.999999999593871
"STRC"	0	0	0.13	0	0	0	3.73015107612764	1	0.948536522916598	0	0	0.0077059845180618	0.601272412230632	0.593968946028384	0.43325658772848	0.887764371490926
"CS"	0	0	0.918	1	0	1	3.15457990278245	0	0.931607223674092	0	0	0.0835670959699459	0.601231157917343	0.660430544826913	6.12509808902554e-09	1
"EOMES"	0	0	0.388	0	0	0	2.09187607662222	1	0.93613154882006	0	0	0.00542008575664686	0.601213334378342	0.591679648233632	0.460246157195562	0.889879423212798
"FEM1B"	0	0	0.23	0	0	0	5.87849664033159	0	0.937897482977967	0	0	0.00739831067171533	0.601174165664536	0.588562768880251	0.436062125244181	0.869824833636344
"GLRA1"	0	0	0.265	0	0	0	2.57987480568358	1	0.768765802242368	0	0	0.005531388175533	0.601104162687082	0.594711661831268	0.460246157195562	0.850575168569548
"EIF4B"	0	0	0.638	0	0	0	3.05190680397726	0	0.914969272628402	0	0	0.0079478962901496	0.601083009274054	0.59649720500382	0.398214824278536	0.917308909314278
"XPOT"	0	0	0.524	1	0	0	1.8111708649128	0	0.940539808736215	0	0	0.0213808899596215	0.600915039613703	0.595352869768833	0.0650219844561165	1
"UGDH"	0	0	0.891	0	0	0	2.47602400506417	0	0.932078795740505	0	0	0.00911280839966074	0.600881261086094	0.598450791336814	0.366744715682524	0.926670030702509
"ZBTB43"	0	0	0.429	0	0	0	3.94825602558967	0	0.935027735457946	0	0	0.00775157335471163	0.600879786775512	0.589339544728834	0.425106997029549	0.897427913990517
"LRFN3"	0	0	0.192	0	0	0	6.5417222815349	0	0.881781689859889	0	0	0.00731641528724092	0.60086788796738	0.592852931809559	0.426760192773425	0.85576930324342
"ZNF827"	0	0	0.494	0	1	0	2.37657871904536	0	0.944002785310079	0	0	0.0314971432938541	0.600566963523374	0.595058110003005	0.000220059068112076	0.999999987845652
"SYN3"	0	0	0.089	0	0	1	1.48366284336413	1	0.876793497467151	0	0	0.0553505443204937	0.600523258845831	0.536126874533148	4.12417007097431e-12	0.999999999999999
"PIK3R4"	0	0	0.809	0	0	0	2.62356799367614	0	0.945428500093002	0	0	0.00853757066381041	0.60050699321538	0.595722712143812	0.375940232997587	0.924003949332547
"MUC5B"	0	0	0.072	1	0	0	2.39080115539808	0	0.941805407067299	0	0	0.0222772193003329	0.600479330418875	0.589259916562961	0.000342898278829158	0.995852133351241
"MAP2K2"	0	1	0.908	0	0	1	2.10654016156576	1	0.913792721858338	0	0	0.0980968499418407	0.600399281272615	0.636637712544182	2.08460012361151e-26	1
"THOC1"	0	0	0.876	0	0	0	2.49776509225432	0	0.940988318574491	0	0	0.00897152971040783	0.600316797612705	0.597300911476828	0.368259623600738	0.925738842741305
"TAOK1"	0	0	0.236	1	1	1	3.4994464842684	0	0.804404980661762	0	0	0.0849178261496142	0.600283401846174	0.701679724840832	1.6906094172849e-12	0.999989442549877
"ZNF286A"	0	0	0.248	0	0	0	5.59531539433441	0	0.930317998185518	0	0	0.00739702792500669	0.600257234464661	0.589170201730831	0.43743440825769	0.872672003098464
"IPO7"	0	0	0.774	0	0	1	2.79538367638447	0	0.940959740128906	0	0	0.0527511730101309	0.599847403846121	0.575816478265327	4.53923766797258e-08	1
"RPL35"	0	0	0.942	0	0	1	2.22098366411229	0	0.918561117528389	0	0	0.0528484196178185	0.599845448407914	0.559705250257484	1.18702656281434e-14	1
"USP5"	0	0	0.611	1	1	1	2.06294677237114	0	0.938751600605778	0	0	0.0814417535998572	0.599836033707395	0.676693775073555	1.47610992563312e-07	1
"MYBL1"	0	0	0.764	0	0	0	2.71268910134205	0	0.918850350951544	0	0	0.00826774043146626	0.599767740685663	0.597113359642013	0.381153750798166	0.921732887551051
"MEX3C"	0	0	0.552	0	0	0	3.33200900740175	0	0.932281590043951	0	0	0.00771863958644872	0.599199747754984	0.591990679499841	0.41081991608355	0.909398515789208
"NMT1"	0	0	0.533	0	0	0	3.40658061965386	0	0.479505359710101	0	0	0.00769157793073962	0.598999529466557	0.592196248950021	0.413926670824007	0.90753686686197
"ZMYM4"	0	0	0.675	0	0	0	2.92481835798883	0	0.944857320883478	0	0	0.00789669841900164	0.598844923190664	0.592894945261123	0.392390884812358	0.916964803886066
"DOCK1"	0	0	0.096	0	0	1	1.9149888459787	1	0.946744264843442	0	0	0.0555365998335147	0.598541058582256	0.536050552667016	1.55491062759537e-12	1
"PCSK2"	0	0	0.7	0	0	0	2.85508865227686	0	0.510344928080955	0	0	0.00794729649349102	0.598464561858479	0.595247401298643	0.388937327165246	0.917770758275446
"CAMKV"	0	0	0.864	1	0	1	3.2679271805244	0	0.935698232284606	0	0	0.0821651823197709	0.598325552345094	0.657088035392615	1.13664989723373e-08	1
"NDEL1"	0	0	0.658	0	0	0	1.5740455554793	1	0.92524450307097	0	0	0.0112512534686036	0.598248600588017	0.589198511450351	0.298144972873874	0.968856554485612
"MAPKAPK2"	0	0	0.38	0	0	0	2.07676793072651	1	0.82439789829077	0	0	0.00533508735161048	0.598139337077282	0.590225124998849	0.460246157195562	0.883103188252173
"RER1"	0	0	0.388	0	0	0	2.05303376626962	1	0.920856124802749	0	0	0.00538096476940918	0.59810180493635	0.58997093333231	0.460246157195562	0.887307219361803
"FLOT1"	0	0	0.111	1	0	1	2.24244371362589	1	0.933937664042243	0	0	0.0564406374214323	0.597935030258359	0.623499990127407	1.54510386475902e-07	0.999999999647522
"PRDX2"	0	0	0.92	1	0	1	0.536296025640911	1	0.896123990194386	0	0	0.0700266301114752	0.597932044709395	0.603507119438235	0.00634220276854571	1
"PLCB2"	0	0	0.234	0	0	0	2.70065839605138	1	0.94780441816065	0	0	0.00574155048505164	0.597730794109123	0.589945909258548	0.460246157195562	0.84931771348719
"KPNA6"	0	0	0.921	0	0	0	2.40602823153056	0	0.934767954315221	0	0	0.00922978732348211	0.597588026391124	0.594880388133051	0.362740636127296	0.924146918773617
"LSM3"	0	0	0.118	1	0	0	2.23710119545697	0	0.939271950814355	0	0	0.0197611273650764	0.597408710602888	0.583170656579871	0.109697987634819	0.99508007649003
"SUDS3"	0	0	0.171	0	0	0	3.16996812948197	1	0.906036388405351	0	0	0.00666513076179723	0.597090427286831	0.586945879560486	0.448289569143872	0.862453255477935
"IGSF3"	0	0	0.509	0	0	0	3.48755620064686	0	0.616203716906495	0	0	0.00754443640966565	0.59691126137271	0.589384248725964	0.417381897949722	0.902889188317741
"LRRC7"	0	0	0.348	1	1	1	2.71194772807029	0	0.938189579647396	0	0	0.0792812354757922	0.596806329562871	0.680554425923348	2.02506417435743e-10	0.999999498653589
"SH3GL2"	0	0	0.266	1	0	1	1.28778248493765	1	0.897743404710304	0	0	0.0493058153851807	0.596516501665337	0.594171965757986	6.81464987817086e-06	0.999999999485032
"KIT"	0	0	0.385	0	0	0	2.03919401982615	1	0.91018604454599	0	0	0.00534096171680097	0.596307644389764	0.588475807794201	0.460246157195562	0.884218085734764
"PARD3"	0	0	0.478	0	0	0	1.8184330978599	1	0.943223638421321	0	0	0.00642134977569517	0.596188592738095	0.588395210295196	0.419941743842965	0.924835408101454
"PPFIA4"	0	0	0.145	1	0	1	1.93620047358011	1	0.860718902629236	0	0	0.0540958103579962	0.596127242399585	0.62246859188115	2.46898326705376e-07	0.999999999512033
"BTBD3"	0	0	0.198	0	0	0	2.91904809704606	1	0.934808552838876	0	0	0.00617656501363535	0.59608988340881	0.587184751441614	0.45344296357892	0.850804480815522
"GRHL2"	0	0	0.905	0	0	0	1.35459021331531	1	0.926370826877002	0	0	0.0225957177008322	0.596088241203595	0.594869296267533	0.117846853608834	0.99045313202174
"ALAS2"	0	0	0.82	0	0	0	2.57006152935102	0	0.9191046044685	0	0	0.00838264020778996	0.596053489249304	0.589983749449737	0.373543876545092	0.919848288070958
"LIMK1"	0	0	0.285	0	0	0	2.3974098038753	1	0.813445520918769	0	0	0.00529119292832857	0.595970677227213	0.58694610573284	0.460246157195562	0.843442510654837
"PLXNA3"	0	0	0.114	0	0	1	2.81948493433129	1	0.94859704095321	0	0	0.0632477627343881	0.595939036806554	0.55763196993092	2.94582009708196e-13	1
"DBNL"	0	0	0.163	1	0	1	1.81477685218906	1	0.909499935744726	0	0	0.0530985377460233	0.595816524640129	0.617238763005519	3.7039763557902e-07	0.999999999479418
"ALDH1A3"	0	0	0.219	0	0	0	2.76022034787954	1	0.936214184926656	0	0	0.00587296815879687	0.595700269011654	0.587507256297267	0.456649784998615	0.848362109547945
